question,answer,additional_info,metadata.specialty,metadata.region,metadata.subregion,metadata.diagnosis,metadata.procedure,metadata.specialty_raw,metadata.region_raw,metadata.subregion_raw,metadata.diagnosis_raw,metadata.procedure_raw
In what position should a tongue type calcaneus fracture be splinted?,Plantarflexion,,trauma,ankle,,,,trauma,footankle,footankle,,
What are the two primary fragments for intraarticular calcaneus fractures?,Superomedial (constant) fragment Superolateral fragment,,trauma,ankle,,,,trauma,footankle,footankle,,
Why is the superomedial fragment referred to as the constant fragment following intraarticular calcaneus fracture?,Does not typically displace due to the deltoid and talocalcaneal ligaments,,trauma,ankle,,,,trauma,footankle,footankle,,
What is Bohler's angle?,An angle created by lines drawn from the top of the posterior tuberosity and anterior processes to the top of the posterior facet,,trauma,ankle,,,,trauma,footankle,footankle,,
What is a normal Bohler's angle?,20-40°,,trauma,ankle,,,,trauma,footankle,footankle,,
What is the Critical Angle of Gissane?,An angle created by the intersection of the posterior facet and the anterior process,,trauma,ankle,,,,trauma,footankle,footankle,,
What is a normal Critical Angle of Gissane?,130-145°,,trauma,ankle,,,,trauma,footankle,footankle,,
How will collapse of the posterior facet influence the Critical Angle of Gissane?,Increases the Critical Angle of Gissane,,trauma,ankle,,,,trauma,footankle,footankle,,
What are the operative indications (5) for calcaneus fractures?,Displaced tongue-type Sanders II-IV Anterior process fracture disrupting the CC joint Joint depression Sustentaculum tali displacement,,trauma,ankle,,,,trauma,footankle,footankle,,
What is the recommended treatment for a Sanders IV calcaneus fracture?,Primary subtalar arthrodesis,,trauma,ankle,,,,trauma,footankle,footankle,,
What structure is at risk with a screw that is placed from lateral to medial at the level of the sustentaculum tali?,Flexor hallucis longus,,trauma,ankle,,,,trauma,footankle,footankle,,scr
The foot is commonly in what position when a Lisfranc injury occurs?,Axial compression of a plantarflexed foot,,trauma,ankle,,,,trauma,footankle,footankle,lisfranc injury,
Which part of the Lisfranc ligament is the strongest?,Interosseous,,trauma,ankle,,,,trauma,footankle,footankle,,
What radiographic sign is indicative of a Lisfranc injury?,Fleck sign,Avulsion of the Lisfranc ligament from the 2nd metatarsal,trauma,ankle,,,,trauma,footankle,footankle,lisfranc injury,
"""What makes the Lisfranc joint inherently stable?","Recessed 2nd metatarsal due to the more proximal middle cuneiform - """"Keystone""""""",,trauma,ankle,,,,trauma,footankle,footankle,,
What physical exam finding heightens your suspicion of a Lisfranc injury?,Plantar ecchymosis,,trauma,ankle,,,,trauma,footankle,footankle,lisfranc injury,
What radiograph should be obtained with a suspected Lisfranc injury?,Weight-bearing x-rays of both feet,,trauma,ankle,,,,trauma,footankle,footankle,lisfranc injury,
Displacement of the Lisfranc ligament typically occurs in which direction?,Dorsal due to the weaker dorsal ligaments,,trauma,ankle,,,,trauma,footankle,footankle,,
How are Lisfranc injuries treated surgically?,ORIF or arthrodesis,*2 indications for arthrodesis > ORIF: purely ligamentous injuries and delayed presentation,trauma,ankle,,,orif,trauma,footankle,footankle,,
Which treatment is recommended for a purely ligamentous Lisfranc injury?,Arthrodesis,,trauma,ankle,,,,trauma,footankle,footankle,lisfranc injury,
How does ORIF differ from arthrodesis in the setting of Lisfranc injuries?,ORIF: the joint surfaces are maintained Arthrodesis: cartilage is removed from the joint surface to allow for fusion,,trauma,ankle,,,orif,trauma,footankle,footankle,,
"In general, what is the direction of fixation for Lisfranc injuries?",Proximal to distal and medial to lateral,,trauma,ankle,,,,trauma,footankle,footankle,,
What are the zones of the 5th metatarsal?,"Zone 1: Proximal tubercle Zone 2: Metaphyseal/diaphyseal junction Zone 3: Diaphysis, distal to the intermetatarsal articulation",,trauma,ankle,,,,trauma,footankle,footankle,,
What is the eponym for a Zone 1 5th metatarsal fracture?,Pseudo-Jones,,trauma,ankle,,,,trauma,footankle,footankle,,
What is the eponym for a Zone 2 5th metatarsal fracture?,Jones,,trauma,ankle,,,,trauma,footankle,footankle,,
Fractures in which zone of the 5th metatarsal have an increased risk for nonunion?,Zone 2 - vascular watershed area,,trauma,ankle,,,,trauma,footankle,footankle,,
Which 5th metatarsal base fractures are typically treated surgically?,Zone 2 or 3 fractures in athletes,,trauma,ankle,,,,trauma,footankle,footankle,,
"""What is the starting point for an intramedullary screw to treat a 5th metatarsal fracture?","""""High and inside""""""",,trauma,ankle,,,,trauma,footankle,footankle,,scr
What physical exam test should be performed to assess the integrity of the Achilles tendon?,Thompson test,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
How do you perform the Thompson test?,"Patient prone, squeeze the calf and evaluate for ankle plantarflexion",,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What class of antibiotics have been associated with Achilles tendon ruptures?,Fluoroquinolones,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
Where does the Achilles tendon typically rupture?,6 cm proximal to its insertion - vascular watershed area,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What is the difference between ankle plantarflexion strength following nonoperative and operative treatment of Achilles tendon ruptures?,"None, equivalent plantarflexion strength",,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
Which tendon can be transferred to augment an Achilles tendon repair in the setting of a chronic rupture?,FHL,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What is the Silverskiold test?,A test to evaluate the gastrocnemius-soleus complex and ankle equinus,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
How is the Silverskiold test performed?,Evaluate ankle dorsiflexion while immobilizing the subtalar and talonavicular joints within the hip and knee extended and again wih the hip and knee flexed,,footankle,hip,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What does the Silverskiold test indicate?,Differentiates whether the equinus contracture is due to isolated contracture of the gastrocnemius tendon or from the gastrocnemius-soleus complex (heel cord),,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What would you find while performing the Silverskiold test in a patient with an isolated gastrocnemius contracture?,Increased ankle dorsiflexion with hip and knee flexion,"Gastrocnemius crosses both the knee and ankle joints. Flexing the knee takes away the pull from the gastrocnemius, allowing increased ankle dorsiflexion.   498 × 228",footankle,hip,,,,footankle,footankle::conditions::footankleconditionsachillestendon,footankle::conditions::footankleconditionsachillestendon,,
What is the primary restraint to peroneal tendon dislocation?,Superior peroneal retinaculum,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsperonealtendons,footankle::conditions::footankleconditionsperonealtendons,,
Which tendon most commonly develops tears from recurrent peroneal subluxation?,Peroneus brevis,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsperonealtendons,footankle::conditions::footankleconditionsperonealtendons,,
What provocative maneuver can be performed in a patient with suspected peroneal tendon dislocation?,Apprehension test,Dorsiflexion and eversion against resistance causes the sensation of tendon subluxation,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsperonealtendons,footankle::conditions::footankleconditionsperonealtendons,,
"What condition presents similar to a peroneal tendon dislocation, but demonstrates no tendon instability on physical exam?",Peroneus brevis tear,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsperonealtendons,footankle::conditions::footankleconditionsperonealtendons,,
"""What are the stages of posterior tibial tendon insufficiency (PTTI)?","Stage I: Normal Stage II: Flatfoot, unable to perform single-heel rise Stage III: Stage II + """"too many toes"""" sign Stage IV: Stage III + deltoid ligament involvement + talar tilt""",,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
What is the most common cause of adult flatfoot deformity?,Posterior Tibial Tendon Insufficiency (PTTI),,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
Which ligament is attenuated with PTTI?,Superomedial calcaneonavicular (Spring) ligament,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
How does the posterior tibial tendon affect the transverse tarsal joints?,Locks the transverse tarsal joint creating a rigid joint for toe-off,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
"""What is the """"too many toes"""" sign?","Visibility of the lesser toes when viewing the heel from behind""",,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
"""What does the """"too many toes"""" sign indicate?","Forefoot abduction""",,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
What brace is typically used in nonoperative management of PTTI?,Ankle-Foot-Orthosis (AFO),,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionsptti,footankle::conditions::footankleconditionsptti,,
What is the eponym for hallux valgus?,Bunion,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,hallux valgus,
What is the deforming force that pulls the great toe into valgus in the setting of hallux valgus?,Adductor hallucis,,footankle,hip,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,hallux valgus,
What happens to the sesamoid complex with hallux valgus?,Translates laterally,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,hallux valgus,
"With hallux valgus, what other condition may result secondary to lateral translation of the sesamoid complex?",Transfer metatarsalgia,Overloading of the lesser metatarsal heads,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,hallux valgus,
Displacement of the abductor hallucis leads to what deformity of the great toe?,Plantarflexion and pronation,,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,,
What is the Hallux Valgus Angle (HVA)?,Angle created between the first metatarsal and proximal phalanx,Normal: ≤15°,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,hallux valgus,
What is the Intermetatarsal Angle (IMA)?,Angle created by the shafts of the first and second metatarsals,Normal: ≤9°,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,,
What is the Distal Metatarsal Articulation Angle (DMAA)?,Angle between a line drawn perpendicular to the long axis of the first metatarsal and the articular cap of the first,Normal: ≤10°,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,,
What are the indications for a distal metatarsal osteotomy?,"HVA ≤ 40°, IMA ≤ 13°",Example of metatarsal osteotomy below,footankle,ankle,,,,footankle,footankle::conditions::footankleconditionshalluxvalgus,footankle::conditions::footankleconditionshalluxvalgus,,osteotomy
