question,answer,additional_info,metadata.specialty,metadata.specialty2,metadata.region,metadata.subregion,metadata.diagnosis1,metadata.diagnosis2,metadata.procedure,metadata.procedure2,metadata.procedure3,,
What is the classification for talar neck fractures?,Hawkins Classification,Hawkins I: Non-displaced talar neck fracture Hawkins II: Talar neck fracture + subtalar dislocation Hawkins III: Hawkins II + tibiotalar dislocation Hawkins IV: Hawkins III + talonavicular dislocation   \,trauma,,ankle,,talar_neck_fx,,,,,,
What is the most common complication following a talus fracture?,Subtalar arthritis,,trauma,,ankle,,talus_fx,,,,,,
What risk escalates with increasing severity of the Hawkins classification?,AVN (~100% with Hawkins IV),,trauma,,ankle,,talus_fx,,,,,,
What is Hawkins sign?,Lucency seen along the subchondral surface of the talus on the mortise view,,trauma,,ankle,,talus_fx,,,,,,
What is the significance of a positive Hawkins sign?,Revascularization of the talus,,trauma,,ankle,,talus_fx,,,,,,
"When performing an ankle arthrodesis, what is the ideal position of the foot?",5-15° dorsiflexion (helps clear foot when ambulating) neutral rotation  5-15° hindfoot valgus,Ankle arthrodesis = ankle fusion,trauma,,ankle,,ankle_oa,,ankle_arthrodesis,,,,
What talus fracture is commonly seen in snowboarders?,Lateral process fracture,,trauma,,ankle,,talus_fx,,,,,,
Are medial or lateral subtalar dislocations more common?,Medial,,trauma,,ankle,,subtalar_dislocation,,,,,,
Which structures may block the reduction of a medial subtalar dislocation?,Lateral structures,"These include peroneal tendons, EDB, and talonavicular joint capsule",trauma,,ankle,,subtalar_dislocation,,,,,,
Which structures may block the reduction of a lateral subtalar dislocation?,Medial structures,"These include the posterior tibialis tendon, FHL, and FDL",trauma,,ankle,,subtalar_dislocation,,,,,,
What associated fracture most commonly occurs with lateral subtalar dislocations?,Cuboid fracture,,trauma,,ankle,,subtalar_dislocation,,,,,,
What other joint commonly dislocates with subtalar joint dislocations?,Talonavicular joint,,trauma,,ankle,,subtalar_dislocation,,,,,,
What are the classifications (2) for calcaneus fractures?,Sanders Classification Essex-Lopresti Classification,Sanders Classification -Type I: Non-displaced posterior facet -Type II: One fracture line (2 fragments) -Type III: Two fracture lines (3 fragments) -Type IV: Comminuted (≥4 fragments)   Essex-Lopresti Classification -Tongue type -Joint depression type,trauma,,ankle,,calcaneus_fx,,,,,,
On what imaging is the Sanders Classification based?,Coronal CT at the widest portion of the posterior facet,,trauma,,ankle,,calcaneus_fx,,,,,,
What deformities (3) are commonly seen with a calcaneus fracture?,Shortening Widening Varus,,trauma,,ankle,,calcaneus_fx,,,,,,
What is an urgent concern with a displaced tongue type calcaneus fracture?,Posterior skin necrosis,,trauma,,ankle,,calcaneus_fx,,,,,,
In what position should a tongue type calcaneus fracture be splinted?,Plantarflexion,,trauma,,ankle,,calcaneus_fx,,,,,,
What are the two primary fragments for intraarticular calcaneus fractures?,Superomedial (constant) fragment Superolateral fragment,,trauma,,ankle,,calcaneus_fx,,,,,,
Why is the superomedial fragment referred to as the constant fragment following intraarticular calcaneus fracture?,Does not typically displace due to the deltoid and talocalcaneal ligaments,,trauma,,ankle,,calcaneus_fx,,,,,,
What is Bohler's angle?,An angle created by lines drawn from the top of the posterior tuberosity and anterior processes to the top of the posterior facet,,trauma,,ankle,,,,,,,,
What is a normal Bohler's angle?,20-40°,,trauma,,ankle,,,,,,,,
What is the Critical Angle of Gissane?,An angle created by the intersection of the posterior facet and the anterior process,,trauma,,ankle,,,,,,,,
What is a normal Critical Angle of Gissane?,130-145°,,trauma,,ankle,,,,,,,,
How will collapse of the posterior facet influence the Critical Angle of Gissane?,Increases the Critical Angle of Gissane,,trauma,,ankle,,,,,,,,
What are the operative indications (5) for calcaneus fractures?,Displaced tongue-type Sanders II-IV Anterior process fracture disrupting the CC joint Joint depression Sustentaculum tali displacement,,trauma,,ankle,,calcaneus_fx,,,,,,
What is the recommended treatment for a Sanders IV calcaneus fracture?,Primary subtalar arthrodesis,,trauma,,ankle,,calcaneus_fx,,,,,,
What structure is at risk with a screw that is placed from lateral to medial at the level of the sustentaculum tali?,Flexor hallucis longus,,trauma,,ankle,,calcaneus_fx,,,,,,
The foot is commonly in what position when a Lisfranc injury occurs?,Axial compression of a plantarflexed foot,,trauma,,ankle,,lisfranc_injury,,,,,,
Which part of the Lisfranc ligament is the strongest?,Interosseous,,trauma,,ankle,,lisfranc_injury,,,,,,
What radiographic sign is indicative of a Lisfranc injury?,Fleck sign,Avulsion of the Lisfranc ligament from the 2nd metatarsal,trauma,,ankle,,lisfranc_injury,,,,,,
What makes the Lisfranc joint inherently stable?,"Recessed 2nd metatarsal due to the more proximal middle cuneiform - """"Keystone""""""",,trauma,,ankle,,lisfranc_injury,,,,,,
What physical exam finding heightens your suspicion of a Lisfranc injury?,Plantar ecchymosis,,trauma,,ankle,,lisfranc_injury,,,,,,
What radiograph should be obtained with a suspected Lisfranc injury?,Weight-bearing x-rays of both feet,,trauma,,ankle,,lisfranc_injury,,,,,,
Displacement of the Lisfranc ligament typically occurs in which direction?,Dorsal due to the weaker dorsal ligaments,,trauma,,ankle,,lisfranc_injury,,,,,,
How are Lisfranc injuries treated surgically?,ORIF or arthrodesis,*2 indications for arthrodesis > ORIF: purely ligamentous injuries and delayed presentation,trauma,,ankle,,lisfranc_injury,,lisfranc_orif,lisfranc_arthrodesis,,,
Which treatment is recommended for a purely ligamentous Lisfranc injury?,Arthrodesis,,trauma,,ankle,,lisfranc_injury,,,,,,
How does ORIF differ from arthrodesis in the setting of Lisfranc injuries?,ORIF: the joint surfaces are maintained Arthrodesis: cartilage is removed from the joint surface to allow for fusion,,trauma,,ankle,,lisfranc_injury,,lisfranc_orif,lisfranc_arthrodesis,,,
"In general, what is the direction of fixation for Lisfranc injuries?",Proximal to distal and medial to lateral,,trauma,,ankle,,lisfranc_injury,,,,,,
What are the zones of the 5th metatarsal?,"Zone 1: Proximal tubercle Zone 2: Metaphyseal/diaphyseal junction Zone 3: Diaphysis, distal to the intermetatarsal articulation",,trauma,,ankle,,5th_metatarsal_fx,,,,,,
What is the eponym for a Zone 1 5th metatarsal fracture?,Pseudo-Jones,,trauma,,ankle,,5th_metatarsal_fx,,,,,,
What is the eponym for a Zone 2 5th metatarsal fracture?,Jones,,trauma,,ankle,,5th_metatarsal_fx,,,,,,
Fractures in which zone of the 5th metatarsal have an increased risk for nonunion?,Zone 2 - vascular watershed area,,trauma,,ankle,,5th_metatarsal_fx,,,,,,
Which 5th metatarsal base fractures are typically treated surgically?,Zone 2 or 3 fractures in athletes,,trauma,,ankle,,5th_metatarsal_fx,,5th_metatarsal_orif,,,,
What is the starting point for an intramedullary screw to treat a 5th metatarsal fracture?,"""""High and inside""""""",,trauma,,ankle,,5th_metatarsal_fx,,5th_metatarsal_orif,,,,
What physical exam test should be performed to assess the integrity of the Achilles tendon?,Thompson test,,footankle,,ankle,,achilles_injury,,,,,,
How do you perform the Thompson test?,"Patient prone, squeeze the calf and evaluate for ankle plantarflexion",,footankle,,ankle,,achilles_injury,,,,,,
What class of antibiotics have been associated with Achilles tendon ruptures?,Fluoroquinolones,,footankle,,ankle,,achilles_injury,,,,,,
Where does the Achilles tendon typically rupture?,6 cm proximal to its insertion - vascular watershed area,,footankle,,ankle,,achilles_injury,,,,,,
What is the difference between ankle plantarflexion strength following nonoperative and operative treatment of Achilles tendon ruptures?,"None, equivalent plantarflexion strength",,footankle,,ankle,,achilles_injury,,,,,,
Which tendon can be transferred to augment an Achilles tendon repair in the setting of a chronic rupture?,FHL,,footankle,,ankle,,achilles_injury,,,,,,
What is the Silverskiold test?,A test to evaluate the gastrocnemius-soleus complex and ankle equinus,,footankle,,ankle,,,,,,,,
How is the Silverskiold test performed?,Evaluate ankle dorsiflexion while immobilizing the subtalar and talonavicular joints within the hip and knee extended and again wih the hip and knee flexed,,footankle,,ankle,,,,,,,,
What does the Silverskiold test indicate?,Differentiates whether the equinus contracture is due to isolated contracture of the gastrocnemius tendon or from the gastrocnemius-soleus complex (heel cord),,footankle,,ankle,,,,,,,,
What would you find while performing the Silverskiold test in a patient with an isolated gastrocnemius contracture?,Increased ankle dorsiflexion with hip and knee flexion,"Gastrocnemius crosses both the knee and ankle joints. Flexing the knee takes away the pull from the gastrocnemius, allowing increased ankle dorsiflexion.   498 × 228",footankle,,ankle,,,,,,,,
What is the primary restraint to peroneal tendon dislocation?,Superior peroneal retinaculum,,footankle,,ankle,,,,,,,,
Which tendon most commonly develops tears from recurrent peroneal subluxation?,Peroneus brevis,,footankle,,ankle,,peroneal_injury,,,,,,
What provocative maneuver can be performed in a patient with suspected peroneal tendon dislocation?,Apprehension test,Dorsiflexion and eversion against resistance causes the sensation of tendon subluxation,footankle,,ankle,,peroneal_injury,,,,,,
"What condition presents similar to a peroneal tendon dislocation, but demonstrates no tendon instability on physical exam?",Peroneus brevis tear,,footankle,,ankle,,peroneal_injury,,,,,,
"""What are the stages of posterior tibial tendon insufficiency (PTTI)?","Stage I: Normal Stage II: Flatfoot, unable to perform single-heel rise Stage III: Stage II + """"too many toes"""" sign Stage IV: Stage III + deltoid ligament involvement + talar tilt""",,footankle,,foot,,ptti,,,,,,
What is the most common cause of adult flatfoot deformity?,Posterior Tibial Tendon Insufficiency (PTTI),,footankle,,foot,,ptti,,,,,,
Which ligament is attenuated with PTTI?,Superomedial calcaneonavicular (Spring) ligament,,footankle,,foot,,ptti,,,,,,
How does the posterior tibial tendon affect the transverse tarsal joints?,Locks the transverse tarsal joint creating a rigid joint for toe-off,,footankle,,foot,,ptti,,,,,,
"What is the """"too many toes"""" sign?",Visibility of the lesser toes when viewing the heel from behind,,footankle,,foot,,ptti,,,,,,
"What does the """"too many toes"""" sign indicate?",Forefoot abduction,,footankle,,foot,,ptti,,,,,,
What brace is typically used in nonoperative management of PTTI?,Ankle-Foot-Orthosis (AFO),,footankle,,foot,,ptti,,,,,,
What is the eponym for hallux valgus?,Bunion,,footankle,,foot,metatarsals,hallux_valgus,,,,,,
What is the deforming force that pulls the great toe into valgus in the setting of hallux valgus?,Adductor hallucis,,footankle,,foot,,hallux_valgus,,,,,,
What happens to the sesamoid complex with hallux valgus?,Translates laterally,,footankle,,foot,,hallux_valgus,,,,,,
"With hallux valgus, what other condition may result secondary to lateral translation of the sesamoid complex?",Transfer metatarsalgia,Overloading of the lesser metatarsal heads,footankle,,foot,,hallux_valgus,,,,,,
Displacement of the abductor hallucis leads to what deformity of the great toe?,Plantarflexion and pronation,,footankle,,foot,,hallux_valgus,,,,,,
What is the Hallux Valgus Angle (HVA)?,Angle created between the first metatarsal and proximal phalanx,Normal: ≤15°,footankle,,foot,,hallux_valgus,,,,,,
What is the Intermetatarsal Angle (IMA)?,Angle created by the shafts of the first and second metatarsals,Normal: ≤9°,footankle,,foot,,hallux_valgus,,,,,,
What is the Distal Metatarsal Articulation Angle (DMAA)?,Angle between a line drawn perpendicular to the long axis of the first metatarsal and the articular cap of the first,Normal: ≤10°,footankle,,foot,,hallux_valgus,,,,,,
What are the indications for a distal metatarsal osteotomy?,"HVA ≤ 40°, IMA ≤ 13°",Example of metatarsal osteotomy below,footankle,,foot,,hallux_valgus,,,,,,
What are the indications for a proximal or combined metatarsal osteotomy?,"HVA > 40°, IMA > 13°",Example of metatarsal osteotomy below,footankle,,foot,,hallux_valgus,,,,,,
What treatment is indicated with first tarsometatarsal joint (TMTJ) arthritis or instability?,First TMTJ arthrodesis,,footankle,,foot,,tmtj_oa,,,,,,
What complication may occur from overcorrection of hallux valgus?,Hallux varus,,footankle,,foot,,hallux_valgus,,,,,,
What deformity may occur with injury to the FHL?,Cock-up deformity,,footankle,,foot,,fhl_injury,,,,,,
What is hallux rigidus?,Degenerative arthritis of the first metatarsophalangeal joint (MTPJ) resulting in loss of motion,,footankle,,foot,,hallux_rigidus,,,,,,
What movements exacerbate pain in hallux rigidus?,Push-off and forced great toe dorsiflexion,,footankle,,foot,,hallux_rigidus,,,,,,
Where do osteophytes typically develop in patients with hallux rigidus?,Dorsally,,footankle,,foot,,hallux_rigidus,,,,,,
"In patients with hallux rigidus, how does pain with motion correlate with disease severity?",Pain with extremes of motion indicates milder disease Pain with mid-range motion indicates more severe disease,,footankle,,foot,,hallux_rigidus,,,,,,
"In patients with hallux rigidus, pain with terminal dorsiflexion may benefit from what procedure?",Dorsal cheilectomy,Note: Contraindicated in patient with pain in mid-range of motion,footankle,,foot,,hallux_rigidus,,,,,,
What is the most commonly performed procedure for hallux rigidus?,Arthrodesis,,footankle,,foot,,hallux_rigidus,,,,,,
What deformities (4) characterize a cavovarus foot?,Cavus Hindfoot varus Plantarflexion of the first ray Forefoot pronation and adduction,,footankle,,foot,,cavovarus_foot,,,,,,
What is the most common cause of a cavovarus foot?,Neurologic conditions,,footankle,,foot,,cavovarus_foot,,,,,,
What neurologic condition is the most common cause of bilateral cavovarus deformities?,Charcot-Marie-Tooth (CMT),*Normal PT and peroneus long *Weak peroneus brevis and tib ant,footankle,,foot,,cavovarus_foot,,,,,,
