What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
What is radial tunnel syndrome?	Lateral elbow and radial forearm pain without motor or sensory dysfunction.   Same sites of compression as PIN syndrome   Surgical outcome less predictable than that of PIN syndrome	
Wht is cheiralgia paresthetica?	a.k.a. Wartenberg syndrome. compressive neuropathy of the superfical sensory branch of the radial nerve   SBRN comressed between brachiradialis and ECRL with forearm prontation	
What is thoracic outlet syndrome? What needs to be ruled out? What is the treatment?	Two forms: -Vascular--subclavian vein compression -Neurogenic--entrapment of the lower brachial plexus   Neurogenic presnts with nonspecific paresthesias, fatigue   Must rule out Pancoast tumor with chest xray   Non-op treatment includes physical therapy. Resection of cervical rib if present	
What is the Seddon classification of nerve injury?		
Peripheral nerve repairs are ideally performed in what scenario? Is there a superior technique? How can gaps be addressed?	Perform early, free of tension, clean wound bed   No technique deamed superior (epineural, individual fascicular, group fascicular)   Gaps can be addressed with nerve conduit, decellularized nerve allograft, or autograft	
What procedure can be considered for irrepairable nerve injuries? What is an advantage of this?	Nerve transfers   Advantage of providing shorter innervation distance to end-target muscle	
What is an Oberlin transfer?	Ulnar nerve motor branch (fascicle) to the FCU is transferred to the musculocutaneous nerve to help restor elbow flexion?	
What nerve transfer can be used to help restore shoulder abduction?	Descending branch of the spinal accessory nerve (CN XI) transferred to suprascapular nerve	
What nerve transfer can be used to restore shoulder abduction/foward elevation?	Radial nerve motor branch to the triceps transferred to the axillary nerve	
What is the most important predictor of success in cerebral palsy patients undergoing surgery to augment upper extremity function?	Voluntary muscle control	
What are the (6) basic tenets of tendon transfers?	-Donor must be expendable -Donor must be of similar excursion and power -One transfer should perform one function -Synergistic transfers are easir to rehabilitate -A straight line of pull is optimal -One grade of motor strength will be lost after transfer	
What tendon transfers are performed for high radial nerve palsy?	Wrist extension--PT to ECRB Finger extension--FCU or FCR to EDC Thumb extension--palmaris longus to EPL	
What tendon transfers are performed for low median nerve palsy?	Opponensplasty for loss of opposition of thumb   -FDS of ring to APB -EIP to thumb proximal phalanx -ADQ to APB -Palmaris longus to APB	
What is thumb CMC joint arthritis theorized to result from? What is the most common surgery for late-stage disease?	Theorized to result form anterior oblique ligament attenuation   Trapeziectomy with ligament reconstruction and tendon interposition most common late-stage surgery	
What are some common manifestations of rheumatoid arthritis in the hand (8)	-rheumatoid nodules -tenosynovitis -tendon rupture -ulnar MCP drift -swan neck/boutonniere deformitis -caput ulne -carpal subluxatoin -SLAC wrist	
What are the Eaton stages of trapeziometacarpal osteoarthritis?		
What is Vaughan-Jackson syndrome?	Seen in Rheumatoid arthritis   Progressive rupture of hand extensor tendons starting with EDM and continuing radially, from attrition over a prominent distal ulnar head	
What is Mannerfelt syndrome?	Seen in rheumatoid arthritis   Rupture of FPL and/or index FDP secondary to attrition over a volar STT osteophyte	
What are some common procedures used in rheumatoid arhtritis of the wrist/hand?	-synovectomy/tenosynovectomy -tendon transfers -extensor centralization at MCP joints -silicone arthroplasty -wrist arthrodesis versus arthroplasty	
What is Kienbock disease?	Idiopathic osteonecrosis of the lunate   Progressive, debiliating disease characterized by fragmentation and collapse of the lunate. Most common in men aged 20-40. Rare in children. Rarely bilateral.   Mulitfactorial etiology: -Lunate geometry -anatomic variability of lunate blood supply -increase intraosseous presssure from venous stasis -Negative ulnar variance -decreased radial inclination	
Unexplained dorsal wrist pain in a young adult with negative ulnar variance should prompt what imaging study?	MRI evaluation (suspect Kienbock disease)	
Describe the Lichtman classification of Kienbock disease.		
What is the treatment of Kienbock disease?	Based off of Lichtman stages:   Stage 1--cast immoblization (usually limited long term success), vascularized bone grafting has been used for stages I to IIIA   Operative treatment is indicated for stages II or higher, or those who fail trial of immoblization Stages I-IIIA:  ---First line treatment is a joint leveling procedure (ulnar negative variance--radial shortening osteotomy, ulnar positive variance--capitate shortening with capitohamate fusion ---Core decompression of radius and ulna ---Vascularized bone grafting   Stage IIIB: *Must address associated arpal instability ---Scaphoid-trapezium-trapezoid fusion, scaphocapitate fusion, proximal row carpectomy, or wrist fusion   Stage IV: ---Proximal row carpectomy or wrist fusion	
What is Dupuytren disease?	A benign fibroploiferative disorder of the hand with unclear etiology.   Typically begins as a nodule in the palmar fascia and progresses insidiously to form diseased cords and finally digital flexion contractures involving the MCP and or PIP joints   Predominantly seen in white of men of northern European descent   Has been associated with tobacco and alcohol use, diabetes, epilepsy, chronic pulmonary disease, tuberculosis, HIV/AIDS	
What is the predominant cel type found histologically in Dupuytren disease?	Myofibrolasts, seen in the Dupuyten fascia.   Their contractile properties are abnormal and exaggerated.	
Which specific fascial structure of the hand is not involved in Dupuyren disease?	Cleland ligaments   (Dupuytren's involves the pretendinous band, natatory band, spiral band, retrovascular band, Grayson ligament, lateral digital sheet)	
What is the major cause of PIPJ contracture in Dupuyten disease? How does it relate to the neurovascular bundle?	Spiral cord (Normal bands become thickened cords)   The spiral cord displaces the neurovascular bundy centrally and superficially, putting at risk during surgery.	
What is a Hueston test?	Inability to place hand flat on a tabletop (seen in Dupuytren disease)	
What are the operative indications for Dupuyten disease (3)?	Any one of the following:  --Positive Hueston test (inability to place the hand flat on a tabletop) --MCPJ flexion contracture >30 degrees --Any PIPJ flexion contracture	
What is the preferred surgical technique in Dupuytren disease?	Open limited fasciectomy	
What is an emerging non-operative treatmnet for Dupuytren disease? What amount of correction of flexion contracture can it provide?	Collagenase injection (derived from Clostridium histolyticum) and cord manipulation.   Inject enzyme directly into cord. Patient returns the following day for manipulation of the contracture under digital block anesthesia.   Average of MCPJ correction of up to 85% and PIPJ correction of up to 60%	
Name 3 common adverse effects and 2 other more serious complications when collegenase injections are used in Dupuytren disease.	Common: --temporary pain --swelling --brusing   Complications: --skin tears (up to 12%) --flexor tendon rupture (rare)	
What is the most common soft tissue mass of the hand?	Ganglions	
Ganglions located in the following locations usually arise from where: -Dorsal wrist -Volar wrist -IP joint -Distal palm	Dorsal wrist--scapholunate articulation   Volar wrist--radioscaphoid or STT joint   IP joint--osteophyte   Distal palm--flexor tendon sheath	
What is the second most common soft tissue tumor of the hand? How does it usually present? What is the treatment?	Giant cell tumor of the tendon sheath   Usually presents as a slow-growing firm mass often on the volar aspect of a digit   Treatment is marginal excision but recurrence rate is high	
What is a glomus tumor? How does it usually present? What is the treatment?	Smooth muscle tumor of perivascular temperature-regulating bodies   Usually occurs in the subungual region, may cause nail ridging and erosions of the distal phalanx. Exquisite pain and cold intolerance   Treatment is margina excision	
